,match_x,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id,team1,team2,winner,margin,ground,matchDate,match_y
128,West Indies Vs Zimbabwe,West Indies,6,Shamarh Brooks,0,3,0,0,0,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
129,West Indies Vs Zimbabwe,West Indies,7,Jason Holder,4,3,0,0,133.33,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
130,West Indies Vs Zimbabwe,West Indies,8,Akeal Hosein,23,18,2,0,127.77,not_out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
131,West Indies Vs Zimbabwe,West Indies,9,Odean Smith,1,2,0,0,50,not_out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
132,West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,27,19,3,1,142.1,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
133,West Indies Vs Zimbabwe,Zimbabwe,2,Regis Chakabva(c),13,9,3,0,144.44,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
134,West Indies Vs Zimbabwe,Zimbabwe,3,Tony Munyonga,2,6,0,0,33.33,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
135,West Indies Vs Zimbabwe,Zimbabwe,4,Sean Williams,1,2,0,0,50,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
136,West Indies Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,14,8,1,1,175,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
137,West Indies Vs Zimbabwe,Zimbabwe,6,Milton Shumba,2,9,0,0,22.22,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
138,West Indies Vs Zimbabwe,Zimbabwe,7,Ryan Burl,17,19,3,0,89.47,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
139,West Indies Vs Zimbabwe,Zimbabwe,8,Luke Jongwe,29,22,3,1,131.81,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
140,West Indies Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,2,6,0,0,33.33,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
141,West Indies Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,3,8,0,0,37.5,out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
142,West Indies Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,1,4,0,0,25,not_out,T20I # 1834,West Indies,Zimbabwe,West Indies,31 runs,Hobart,"Oct 19, 2022",West IndiesvsZimbabwe
143,Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,14,21,0,1,66.66,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
144,Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis,79,44,5,5,179.54,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
145,Sri Lanka Vs Netherlands,Sri Lanka,3,Dhananjaya de Silva,0,1,0,0,0,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
146,Sri Lanka Vs Netherlands,Sri Lanka,4,Charith Asalanka,31,30,3,0,103.33,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
147,Sri Lanka Vs Netherlands,Sri Lanka,5,Bhanuka Rajapaksa,19,13,2,0,146.15,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
148,Sri Lanka Vs Netherlands,Sri Lanka,6,Dasun Shanaka(c),8,5,0,1,160,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
149,Sri Lanka Vs Netherlands,Sri Lanka,7,Wanindu Hasaranga de Silva,5,4,0,0,125,not_out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
150,Sri Lanka Vs Netherlands,Sri Lanka,8,Chamika Karunaratne,2,2,0,0,100,not_out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
151,Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,71,53,6,3,133.96,not_out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
152,Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,7,14,0,0,50,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
153,Sri Lanka Vs Netherlands,Netherlands,3,Bas de Leede,14,10,1,1,140,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
154,Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermann,0,1,0,0,0,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
155,Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper,16,19,2,0,84.21,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
156,Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwards(c),21,15,3,0,140,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
157,Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle,2,4,0,0,50,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
158,Sri Lanka Vs Netherlands,Netherlands,8,Timm van der Gugten,0,1,0,0,0,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
159,Sri Lanka Vs Netherlands,Netherlands,9,Fred Klaassen,3,3,0,0,100,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
160,Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,0,0,0,0,-,out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
161,Sri Lanka Vs Netherlands,Netherlands,11,Roelof van der Merwe,0,1,0,0,0,not_out,T20I # 1835,Netherlands,Sri Lanka,Sri Lanka,16 runs,Geelong,"Oct 20, 2022",NetherlandsvsSri Lanka
162,U.A.E. Vs Namibia,U.A.E.,1,Muhammad Waseem,50,41,1,3,121.95,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
163,U.A.E. Vs Namibia,U.A.E.,2,Vriitya Aravind,21,32,2,0,65.62,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
164,U.A.E. Vs Namibia,U.A.E.,3,Chundangapoyil Rizwan(c),43,29,3,1,148.27,not_out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
165,U.A.E. Vs Namibia,U.A.E.,4,Alishan Sharafu,4,4,0,0,100,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
166,U.A.E. Vs Namibia,U.A.E.,5,Basil Hameed,25,14,2,2,178.57,not_out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
167,U.A.E. Vs Namibia,Namibia,1,Michael van Lingen,10,8,1,0,125,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
168,U.A.E. Vs Namibia,Namibia,2,Stephan Baard,4,6,1,0,66.66,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
169,U.A.E. Vs Namibia,Namibia,3,Jan Nicol Loftie-Eaton,1,6,0,0,16.66,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
170,U.A.E. Vs Namibia,Namibia,4,Gerhard Erasmus(c),16,18,2,0,88.88,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
171,U.A.E. Vs Namibia,Namibia,5,Jan Frylinck,14,17,1,0,82.35,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
172,U.A.E. Vs Namibia,Namibia,6,JJ Smit,3,3,0,0,100,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
173,U.A.E. Vs Namibia,Namibia,7,David Wiese,55,36,3,3,152.77,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
174,U.A.E. Vs Namibia,Namibia,8,Zane Green,2,3,0,0,66.66,out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
175,U.A.E. Vs Namibia,Namibia,9,Ruben Trumpelmann,25,24,1,1,104.16,not_out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
176,U.A.E. Vs Namibia,Namibia,10,Bernard Scholtz,1,1,0,0,100,not_out,T20I # 1836,Namibia,U.A.E.,U.A.E.,7 runs,Geelong,"Oct 20, 2022",NamibiavsU.A.E.
177,West Indies Vs Ireland,West Indies,1,Kyle Mayers,1,5,0,0,20,out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
178,West Indies Vs Ireland,West Indies,2,Johnson Charles,24,18,3,1,133.33,out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
179,West Indies Vs Ireland,West Indies,3,Evin Lewis,13,18,0,0,72.22,out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
180,West Indies Vs Ireland,West Indies,4,Brandon King,62,48,6,1,129.16,not_out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
181,West Indies Vs Ireland,West Indies,5,Nicholas Pooran(c),13,11,0,1,118.18,out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
182,West Indies Vs Ireland,West Indies,6,Rovman Powell,6,8,1,0,75,out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
183,West Indies Vs Ireland,West Indies,7,Odean Smith,19,12,1,2,158.33,not_out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
184,West Indies Vs Ireland,Ireland,1,Paul Stirling,66,48,6,2,137.5,not_out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
185,West Indies Vs Ireland,Ireland,2,Andy Balbirnie(c),37,23,3,3,160.86,out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
186,West Indies Vs Ireland,Ireland,3,Lorcan Tucker,45,35,2,2,128.57,not_out,T20I # 1837,Ireland,West Indies,Ireland,9 wickets,Hobart,"Oct 21, 2022",IrelandvsWest Indies
187,Scotland Vs Zimbabwe,Scotland,1,George Munsey,54,51,7,0,105.88,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
188,Scotland Vs Zimbabwe,Scotland,2,Michael Jones,4,5,1,0,80,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
189,Scotland Vs Zimbabwe,Scotland,3,Matthew Cross,1,7,0,0,14.28,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
190,Scotland Vs Zimbabwe,Scotland,4,Richie Berrington(c),13,15,0,0,86.66,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
191,Scotland Vs Zimbabwe,Scotland,5,Calum MacLeod,25,26,1,0,96.15,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
192,Scotland Vs Zimbabwe,Scotland,6,Michael Leask,12,9,2,0,133.33,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
193,Scotland Vs Zimbabwe,Scotland,7,Chris Greaves,3,7,0,0,42.85,not_out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
194,Scotland Vs Zimbabwe,Scotland,8,Josh Davey,4,3,0,0,133.33,not_out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
195,Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva,4,3,1,0,133.33,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
196,Scotland Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),58,54,6,0,107.4,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
197,Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Madhevere,0,5,0,0,0,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
198,Scotland Vs Zimbabwe,Zimbabwe,4,Sean Williams,7,12,0,0,58.33,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
199,Scotland Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,40,23,3,2,173.91,out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
200,Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumba,11,11,0,0,100,not_out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
201,Scotland Vs Zimbabwe,Zimbabwe,7,Ryan Burl,9,5,1,0,180,not_out,T20I # 1838,Scotland,Zimbabwe,Zimbabwe,5 wickets,Hobart,"Oct 21, 2022",ScotlandvsZimbabwe
202,New Zealand Vs Australia,New Zealand,1,Finn Allen,42,16,5,3,262.5,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
203,New Zealand Vs Australia,New Zealand,2,Devon Conway,92,58,7,2,158.62,not_out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
204,New Zealand Vs Australia,New Zealand,3,Kane Williamson(c),23,23,1,1,100,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
205,New Zealand Vs Australia,New Zealand,4,Glenn Phillips,12,10,2,0,120,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
206,New Zealand Vs Australia,New Zealand,5,James Neesham,26,13,0,2,200,not_out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
207,New Zealand Vs Australia,Australia,1,David Warner,5,6,1,0,83.33,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
208,New Zealand Vs Australia,Australia,2,Aaron Finch(c),13,11,1,1,118.18,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
209,New Zealand Vs Australia,Australia,3,Mitchell Marsh,16,12,2,1,133.33,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
210,New Zealand Vs Australia,Australia,4,Glenn Maxwell,28,20,3,1,140,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
211,New Zealand Vs Australia,Australia,5,Marcus Stoinis,7,14,0,0,50,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
212,New Zealand Vs Australia,Australia,6,Tim David,11,8,0,1,137.5,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
213,New Zealand Vs Australia,Australia,7,Matthew Wade,2,4,0,0,50,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
214,New Zealand Vs Australia,Australia,8,Pat Cummins,21,18,2,1,116.66,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
215,New Zealand Vs Australia,Australia,9,Mitchell Starc,4,7,0,0,57.14,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
216,New Zealand Vs Australia,Australia,10,Adam Zampa,0,2,0,0,0,out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
217,New Zealand Vs Australia,Australia,11,Josh Hazlewood,1,1,0,0,100,not_out,T20I # 1839,Australia,New Zealand,New Zealand,89 runs,Sydney,"Oct 22, 2022",AustraliavsNew Zealand
218,Afghanistan Vs England,Afghanistan,1,Hazratullah Zazai,7,17,1,0,41.17,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
219,Afghanistan Vs England,Afghanistan,2,Rahmanullah Gurbaz,10,9,0,1,111.11,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
220,Afghanistan Vs England,Afghanistan,3,Ibrahim Zadran,32,32,3,1,100,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
221,Afghanistan Vs England,Afghanistan,4,Usman Ghani,30,30,3,0,100,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
222,Afghanistan Vs England,Afghanistan,5,Najibullah Zadran,13,11,0,1,118.18,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
223,Afghanistan Vs England,Afghanistan,6,Mohammad Nabi(c),3,5,0,0,60,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
224,Afghanistan Vs England,Afghanistan,7,Azmatullah Omarzai,8,6,1,0,133.33,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
225,Afghanistan Vs England,Afghanistan,8,Rashid Khan,0,1,0,0,0,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
226,Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rahman,0,1,0,0,0,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
227,Afghanistan Vs England,Afghanistan,10,Fareed Ahmad,2,4,0,0,50,not_out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
228,Afghanistan Vs England,Afghanistan,11,Fazalhaq Farooqi,0,2,0,0,0,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
229,Afghanistan Vs England,England,1,Jos Buttler(c),18,18,3,0,100,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
230,Afghanistan Vs England,England,2,Alex Hales,19,20,0,1,95,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
231,Afghanistan Vs England,England,3,Dawid Malan,18,30,0,0,60,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
232,Afghanistan Vs England,England,4,Ben Stokes,2,4,0,0,50,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
233,Afghanistan Vs England,England,5,Liam Livingstone,29,21,3,0,138.09,not_out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
234,Afghanistan Vs England,England,6,Harry Brook,7,6,0,0,116.66,out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
235,Afghanistan Vs England,England,7,Moeen Ali,8,10,0,0,80,not_out,T20I # 1840,Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",AfghanistanvsEngland
236,Ireland Vs Sri Lanka,Ireland,1,Paul Stirling,34,25,4,1,136,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
237,Ireland Vs Sri Lanka,Ireland,2,Andy Balbirnie(c),1,5,0,0,20,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
238,Ireland Vs Sri Lanka,Ireland,3,Lorcan Tucker,10,11,1,0,90.9,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
239,Ireland Vs Sri Lanka,Ireland,4,Harry Tector,45,42,2,1,107.14,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
240,Ireland Vs Sri Lanka,Ireland,5,Curtis Campher,2,4,0,0,50,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
241,Ireland Vs Sri Lanka,Ireland,6,George Dockrell,14,16,0,0,87.5,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
242,Ireland Vs Sri Lanka,Ireland,7,Gareth Delany,9,6,1,0,150,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
243,Ireland Vs Sri Lanka,Ireland,8,Mark Adair,0,1,0,0,0,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
244,Ireland Vs Sri Lanka,Ireland,9,Simi Singh,7,8,1,0,87.5,not_out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
245,Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy,2,2,0,0,100,not_out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
246,Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis,68,43,5,3,158.13,not_out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
247,Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva,31,25,2,1,124,out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
248,Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka,31,22,2,0,140.9,not_out,T20I # 1841,Ireland,Sri Lanka,Sri Lanka,9 wickets,Hobart,"Oct 23, 2022",IrelandvsSri Lanka
249,Pakistan Vs India,Pakistan,1,Mohammad Rizwan,4,12,1,0,33.33,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
250,Pakistan Vs India,Pakistan,2,Babar Azam(c),0,1,0,0,0,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
251,Pakistan Vs India,Pakistan,3,Shan Masood,52,42,5,0,123.8,not_out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
252,Pakistan Vs India,Pakistan,4,Iftikhar Ahmed,51,34,2,4,150,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
253,Pakistan Vs India,Pakistan,5,Shadab Khan,5,6,1,0,83.33,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
254,Pakistan Vs India,Pakistan,6,Haider Ali,2,4,0,0,50,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
255,Pakistan Vs India,Pakistan,7,Mohammad Nawaz,9,6,2,0,150,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
256,Pakistan Vs India,Pakistan,8,Asif Ali,2,3,0,0,66.66,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
257,Pakistan Vs India,Pakistan,9,Shaheen Shah Afridi,16,8,1,1,200,out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
258,Pakistan Vs India,Pakistan,10,Haris Rauf,6,4,0,1,150,not_out,T20I # 1842,India,Pakistan,India,4 wickets,Melbourne,"Oct 23, 2022",IndiavsPakistan
