,match_x,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,out/not_out,match_id,team1,team2,winner,margin,ground,matchDate,match_y
572,New Zealand Vs Ireland,Ireland,9,Mark Adair,4,5,0,0,80,out,T20I # 1862,Ireland,New Zealand,New Zealand,35 runs,Adelaide,"Nov 4, 2022",IrelandvsNew Zealand
573,New Zealand Vs Ireland,Ireland,10,Barry McCarthy,6,5,0,0,120,not_out,T20I # 1862,Ireland,New Zealand,New Zealand,35 runs,Adelaide,"Nov 4, 2022",IrelandvsNew Zealand
574,New Zealand Vs Ireland,Ireland,11,Josh Little,8,4,0,1,200,not_out,T20I # 1862,Ireland,New Zealand,New Zealand,35 runs,Adelaide,"Nov 4, 2022",IrelandvsNew Zealand
575,Australia Vs Afghanistan,Australia,1,David Warner,25,18,5,0,138.88,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
576,Australia Vs Afghanistan,Australia,2,Cameron Green,3,2,0,0,150,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
577,Australia Vs Afghanistan,Australia,3,Mitchell Marsh,45,30,3,2,150,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
578,Australia Vs Afghanistan,Australia,4,Steven Smith,4,4,1,0,100,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
579,Australia Vs Afghanistan,Australia,5,Marcus Stoinis,25,21,0,2,119.04,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
580,Australia Vs Afghanistan,Australia,6,Glenn Maxwell,54,32,6,2,168.75,not_out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
581,Australia Vs Afghanistan,Australia,7,Matthew Wade(c),6,8,1,0,75,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
582,Australia Vs Afghanistan,Australia,8,Pat Cummins,0,2,0,0,0,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
583,Australia Vs Afghanistan,Australia,9,Kane Richardson,1,1,0,0,100,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
584,Australia Vs Afghanistan,Australia,10,Adam Zampa,1,1,0,0,100,not_out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
585,Australia Vs Afghanistan,Afghanistan,1,Rahmanullah Gurbaz,30,17,2,2,176.47,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
586,Australia Vs Afghanistan,Afghanistan,2,Usman Ghani,2,7,0,0,28.57,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
587,Australia Vs Afghanistan,Afghanistan,3,Ibrahim Zadran,26,33,2,0,78.78,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
588,Australia Vs Afghanistan,Afghanistan,4,Gulbadin Naib,39,23,3,2,169.56,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
589,Australia Vs Afghanistan,Afghanistan,5,Mohammad Nabi(c),1,2,0,0,50,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
590,Australia Vs Afghanistan,Afghanistan,6,Najibullah Zadran,0,2,0,0,0,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
591,Australia Vs Afghanistan,Afghanistan,7,Darwish Rasooli,15,13,1,0,115.38,out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
592,Australia Vs Afghanistan,Afghanistan,8,Rashid Khan,48,23,3,4,208.69,not_out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
593,Australia Vs Afghanistan,Afghanistan,9,Naveen-ul-Haq,0,0,0,0,-,not_out,T20I # 1864,Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",AustraliavsAfghanistan
594,Sri Lanka Vs England,Sri Lanka,1,Pathum Nissanka,67,45,2,5,148.88,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
595,Sri Lanka Vs England,Sri Lanka,2,Kusal Mendis,18,14,1,1,128.57,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
596,Sri Lanka Vs England,Sri Lanka,3,Dhananjaya de Silva,9,11,0,0,81.81,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
597,Sri Lanka Vs England,Sri Lanka,4,Charith Asalanka,8,9,0,0,88.88,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
598,Sri Lanka Vs England,Sri Lanka,5,Bhanuka Rajapaksa,22,22,3,0,100,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
599,Sri Lanka Vs England,Sri Lanka,6,Dasun Shanaka(c),3,8,0,0,37.5,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
600,Sri Lanka Vs England,Sri Lanka,7,Wanindu Hasaranga de Silva,9,9,1,0,100,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
601,Sri Lanka Vs England,Sri Lanka,8,Chamika Karunaratne,0,2,0,0,0,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
602,Sri Lanka Vs England,Sri Lanka,9,Maheesh Theekshana,0,0,0,0,-,not_out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
603,Sri Lanka Vs England,England,1,Jos Buttler(c),28,23,2,1,121.73,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
604,Sri Lanka Vs England,England,2,Alex Hales,47,30,7,1,156.66,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
605,Sri Lanka Vs England,England,3,Ben Stokes,42,36,2,0,116.66,not_out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
606,Sri Lanka Vs England,England,4,Harry Brook,4,5,0,0,80,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
607,Sri Lanka Vs England,England,5,Liam Livingstone,4,6,0,0,66.66,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
608,Sri Lanka Vs England,England,6,Moeen Ali,1,5,0,0,20,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
609,Sri Lanka Vs England,England,7,Sam Curran,6,11,0,0,54.54,out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
610,Sri Lanka Vs England,England,8,Chris Woakes,5,3,1,0,166.66,not_out,T20I # 1867,England,Sri Lanka,England,4 wickets,Sydney,"Nov 5, 2022",EnglandvsSri Lanka
611,Netherlands Vs South Africa,Netherlands,1,Stephan Myburgh,37,30,7,0,123.33,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
612,Netherlands Vs South Africa,Netherlands,2,Max O'Dowd,29,31,1,1,93.54,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
613,Netherlands Vs South Africa,Netherlands,3,Tom Cooper,35,19,2,2,184.21,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
614,Netherlands Vs South Africa,Netherlands,4,Colin Ackermann,41,26,3,2,157.69,not_out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
615,Netherlands Vs South Africa,Netherlands,5,Bas de Leede,1,7,0,0,14.28,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
616,Netherlands Vs South Africa,Netherlands,6,Scott Edwards(c),12,7,2,0,171.42,not_out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
617,Netherlands Vs South Africa,South Africa,1,Quinton de Kock,13,13,1,1,100,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
618,Netherlands Vs South Africa,South Africa,2,Temba Bavuma(c),20,20,2,0,100,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
619,Netherlands Vs South Africa,South Africa,3,Rilee Rossouw,25,19,2,0,131.57,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
620,Netherlands Vs South Africa,South Africa,4,Aiden Markram,17,13,2,0,130.76,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
621,Netherlands Vs South Africa,South Africa,5,David Miller,17,17,1,0,100,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
622,Netherlands Vs South Africa,South Africa,6,Heinrich Klaasen,21,18,0,1,116.66,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
623,Netherlands Vs South Africa,South Africa,7,Wayne Parnell,0,2,0,0,0,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
624,Netherlands Vs South Africa,South Africa,8,Keshav Maharaj,13,12,0,1,108.33,out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
625,Netherlands Vs South Africa,South Africa,9,Kagiso Rabada,9,8,0,0,112.5,not_out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
626,Netherlands Vs South Africa,South Africa,10,Anrich Nortje,4,1,1,0,400,not_out,T20I # 1871,Netherlands,South Africa,Netherlands,13 runs,Adelaide,"Nov 6, 2022",NetherlandsvsSouth Africa
627,Bangladesh Vs Pakistan,Bangladesh,1,Najmul Hossain Shanto,54,48,7,0,112.5,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
628,Bangladesh Vs Pakistan,Bangladesh,2,Litton Das,10,8,0,1,125,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
629,Bangladesh Vs Pakistan,Bangladesh,3,Soumya Sarkar,20,17,1,1,117.64,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
630,Bangladesh Vs Pakistan,Bangladesh,4,Shakib Al Hasan(c),0,1,0,0,0,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
631,Bangladesh Vs Pakistan,Bangladesh,5,Afif Hossain,24,20,3,0,120,not_out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
632,Bangladesh Vs Pakistan,Bangladesh,6,Mosaddek Hossain,5,11,0,0,45.45,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
633,Bangladesh Vs Pakistan,Bangladesh,7,Nurul Hasan,0,3,0,0,0,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
634,Bangladesh Vs Pakistan,Bangladesh,8,Taskin Ahmed,1,5,0,0,20,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
635,Bangladesh Vs Pakistan,Bangladesh,9,Nasum Ahmed,7,6,1,0,116.66,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
636,Bangladesh Vs Pakistan,Bangladesh,10,Mustafizur Rahman,0,1,0,0,0,not_out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
637,Bangladesh Vs Pakistan,Pakistan,1,Mohammad Rizwan,32,32,2,1,100,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
638,Bangladesh Vs Pakistan,Pakistan,2,Babar Azam(c),25,33,2,0,75.75,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
639,Bangladesh Vs Pakistan,Pakistan,3,Mohammad Nawaz,4,11,0,0,36.36,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
640,Bangladesh Vs Pakistan,Pakistan,4,Mohammad Haris,31,18,1,2,172.22,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
641,Bangladesh Vs Pakistan,Pakistan,5,Shan Masood,24,14,2,0,171.42,not_out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
642,Bangladesh Vs Pakistan,Pakistan,6,Iftikhar Ahmed,1,3,0,0,33.33,out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
643,Bangladesh Vs Pakistan,Pakistan,7,Shadab Khan,0,0,0,0,-,not_out,T20I # 1872,Bangladesh,Pakistan,Pakistan,5 wickets,Adelaide,"Nov 6, 2022",BangladeshvsPakistan
644,India Vs Zimbabwe,India,1,KL Rahul,51,35,3,3,145.71,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
645,India Vs Zimbabwe,India,2,Rohit Sharma(c),15,13,2,0,115.38,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
646,India Vs Zimbabwe,India,3,Virat Kohli,26,25,2,0,104,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
647,India Vs Zimbabwe,India,4,Suryakumar Yadav,61,25,6,4,244,not_out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
648,India Vs Zimbabwe,India,5,Rishabh Pant,3,5,0,0,60,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
649,India Vs Zimbabwe,India,6,Hardik Pandya,18,18,2,0,100,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
650,India Vs Zimbabwe,India,7,Axar Patel,0,0,0,0,-,not_out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
651,India Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere,0,1,0,0,0,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
652,India Vs Zimbabwe,Zimbabwe,2,Craig Ervine(c),13,15,2,0,86.66,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
653,India Vs Zimbabwe,Zimbabwe,3,Regis Chakabva,0,6,0,0,0,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
654,India Vs Zimbabwe,Zimbabwe,4,Sean Williams,11,18,0,1,61.11,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
655,India Vs Zimbabwe,Zimbabwe,5,Sikandar Raza,34,24,3,0,141.66,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
656,India Vs Zimbabwe,Zimbabwe,6,Tony Munyonga,5,4,1,0,125,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
657,India Vs Zimbabwe,Zimbabwe,7,Ryan Burl,35,22,5,1,159.09,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
658,India Vs Zimbabwe,Zimbabwe,8,Wellington Masakadza,1,7,0,0,14.28,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
659,India Vs Zimbabwe,Zimbabwe,9,Richard Ngarava,1,2,0,0,50,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
660,India Vs Zimbabwe,Zimbabwe,10,Tendai Chatara,4,4,1,0,100,out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
661,India Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani,0,2,0,0,0,not_out,T20I # 1873,India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",IndiavsZimbabwe
662,New Zealand Vs Pakistan,New Zealand,1,Finn Allen,4,3,1,0,133.33,out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
663,New Zealand Vs Pakistan,New Zealand,2,Devon Conway,21,20,3,0,105,out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
664,New Zealand Vs Pakistan,New Zealand,3,Kane Williamson(c),46,42,1,1,109.52,out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
665,New Zealand Vs Pakistan,New Zealand,4,Glenn Phillips,6,8,1,0,75,out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
666,New Zealand Vs Pakistan,New Zealand,5,Daryl Mitchell,53,35,3,1,151.42,not_out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
667,New Zealand Vs Pakistan,New Zealand,6,James Neesham,16,12,1,0,133.33,not_out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
668,New Zealand Vs Pakistan,Pakistan,1,Mohammad Rizwan,57,43,5,0,132.55,out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
669,New Zealand Vs Pakistan,Pakistan,2,Babar Azam(c),53,42,7,0,126.19,out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
670,New Zealand Vs Pakistan,Pakistan,3,Mohammad Haris,30,26,2,1,115.38,out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
671,New Zealand Vs Pakistan,Pakistan,4,Shan Masood,3,4,0,0,75,not_out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
672,New Zealand Vs Pakistan,Pakistan,5,Iftikhar Ahmed,0,0,0,0,-,not_out,T20I # 1877,New Zealand,Pakistan,Pakistan,7 wickets,Sydney,"Nov 9, 2022",New ZealandvsPakistan
673,India Vs England,India,1,KL Rahul,5,5,1,0,100,out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
674,India Vs England,India,2,Rohit Sharma(c),27,28,4,0,96.42,out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
675,India Vs England,India,3,Virat Kohli,50,40,4,1,125,out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
676,India Vs England,India,4,Suryakumar Yadav,14,10,1,1,140,out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
677,India Vs England,India,5,Hardik Pandya,63,33,4,5,190.9,out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
678,India Vs England,India,6,Rishabh Pant,6,4,1,0,150,out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
679,India Vs England,India,7,Ravichandran Ashwin,0,0,0,0,-,not_out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
680,India Vs England,England,1,Jos Buttler(c),80,49,9,3,163.26,not_out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
681,India Vs England,England,2,Alex Hales,86,47,4,7,182.97,not_out,T20I # 1878,England,India,England,10 wickets,Adelaide,"Nov 10, 2022",EnglandvsIndia
682,Pakistan Vs England,Pakistan,1,Mohammad Rizwan,15,14,0,1,107.14,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
683,Pakistan Vs England,Pakistan,2,Babar Azam(c),32,28,2,0,114.28,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
684,Pakistan Vs England,Pakistan,3,Mohammad Haris,8,12,1,0,66.66,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
685,Pakistan Vs England,Pakistan,4,Shan Masood,38,28,2,1,135.71,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
686,Pakistan Vs England,Pakistan,5,Iftikhar Ahmed,0,6,0,0,0,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
687,Pakistan Vs England,Pakistan,6,Shadab Khan,20,14,2,0,142.85,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
688,Pakistan Vs England,Pakistan,7,Mohammad Nawaz,5,7,0,0,71.42,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
689,Pakistan Vs England,Pakistan,8,Mohammad Wasim,4,8,0,0,50,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
690,Pakistan Vs England,Pakistan,9,Shaheen Shah Afridi,5,3,1,0,166.66,not_out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
691,Pakistan Vs England,Pakistan,10,Haris Rauf,1,1,0,0,100,not_out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
692,Pakistan Vs England,England,1,Jos Buttler(c),26,17,3,1,152.94,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
693,Pakistan Vs England,England,2,Alex Hales,1,2,0,0,50,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
694,Pakistan Vs England,England,3,Phil Salt,10,9,2,0,111.11,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
695,Pakistan Vs England,England,4,Ben Stokes,52,49,5,1,106.12,not_out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
696,Pakistan Vs England,England,5,Harry Brook,20,23,1,0,86.95,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
697,Pakistan Vs England,England,6,Moeen Ali,19,13,3,0,146.15,out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
698,Pakistan Vs England,England,7,Liam Livingstone,1,1,0,0,100,not_out,T20I # 1879,England,Pakistan,England,5 wickets,Melbourne,"Nov 13, 2022",EnglandvsPakistan
